2017-05-17 12:59:27 | ElPeriodista | El Periodista – Locales » Corte concede libertad a general (r) de Carabineros condenado en caso de los 119 | Santiago, 17 may (Sputnik).- La justicia otorgó este miércoles el beneficio de libertad condicional a Sergio Apablaza Rozas, que cumple su condena en el Penal Punta Peuco, junto a otros exuniformados que cometieron crímenes de lesa humanidad durante la dictadura de Augusto Pinochet. “La Comisión de Libertad Condicional de la Corte de Apelaciones de Santiago concedió la solicitud solo a un interno, de los quince condenados por diversas causas de violaciones a los derechos humanos de Punta Peuco que la habían pedido”, señaló el portal electrónico Emol. Esta medida se aplicó al general retirado de Carabineros Sergio Apablaza Rozas, penado a 5 años y un día de cárcel por su participación en la detención y desaparición del opositor al régimen Pedro Juan Merino Molina. Apablaza ingresó a Punta Peuco, ubicado a las afueras de Santiago, el 21 de enero de 2015, y debía permanecer en el recinto hasta 2020. En su informe de excarcelación, se especifica que el recluso cumplía con las condiciones para optar a la libertad condicional, poseía buenas referencias de los guardias de prisión, además de tener problemas de salud. La víctima de Apablaza, Merino Molina, era un joven sastre de la ciudad sureña de Coronel, que militó en la época en las Juventudes Comunistas de Chile, por lo que fue detenido el 14 de septiembre de 1974 por un grupo de carabineros y militares, que lo sacaron de su casa en plena madrugada. Luego de ser llevado a un retén, fue conducido por los agentes del dictador a Colonia Dignidad, el cónclave manejado por colonos alemanes que se asentaron en el sur del país e instalaron un centro clandestino de detención y tortura, que sirvió a Pinochet.  Merino Molina estuvo casi un mes detenido en Colonia Dignidad, y su rastro se perdió en otro recinto de torturas en Santiago. Su nombre apareció en la lista de las 119 víctimas de la Operación Colombo, montada por la dirección de inteligencia de la dictadura en 1975, para encubrir la desaparición forzosa de opositores, haciendo creer a la opinión pública nacional y extranjera que estos habían fallecido en riñas internas y con fuerzas de seguridad. La Comisión de Libertad Condicional de la Corte de Apelaciones de Santiago acogió 457 de las 1.606 solicitudes presentadas en el primer semestre, que equivalen al 28 por ciento de los informes revisados. Nombre (required) Mail (will not be published) (required) Web    
2017-06-01 09:33:08 | EstrelladeArica | Favor le costó a mujer estar 7 meses recluida en la cárcel de Arica por el delito de tráfico   soychile.cl | 09:10 Fue detenida en Chacalluta con 7 kilos de cocaína. Desde el primer momento la afectada alegó inocencia, logrando recuperar se libertad, tras quedar absuelta de cargos.                 Empresa Periodística El Norte SA    Contáctenos    Anunciar en este sitio    Términos y condiciones Autolocal.cl    Emol    Valor Futuro    Farox    Guioteca    Inmobiliaria    Propiedades    hoyxhoy.cl Pronto recibirás nuestros correos Suscríbete al newsletter de soychile.cl y entérate de lo que sucede en tu ciudad, en Chile y el mundo. Elige tu ciudad ¿Cuándo quieres recibir nuestro newsletter?
2017-05-10 12:01:21 | biobio | Justicia ordena al Servel y Gendarmería establecer mecanismos para que presos puedan votar | La Corte Suprema acogió dos nuevos recursos de protección presentados por el Instituto Nacional de Derechos Humanos (INDH) y ordenó al Servicio Electoral (Servel) y Gendarmería de Chile establecer mecanismos para que los internos de unidades penales ejerzan su derecho a voto en los futuros procesos electorales. En fallos divididos, la Tercera Sala del máximo tribunal revocó las sentencias previas que habían rechazado recursos en favor de distintos grupos de internos que no tienen impedimento para sufragar y estableció el actuar arbitrario de ambas entidades por negar los mecanismos para ejercer el derecho a voto. De acuerdo al máximo tribunal, no existe impedimento legal para que las personas privadas de libertad ejerzan su derecho a sufragio en las distintas unidades penales, siempre y cuando se establezcan mesas para que reciban la votación. Lo anterior, de acuerdo al Reglamento de Establecimientos Penitenciarios, según el cual “el interno se encuentra en una relación de derecho público con el Estado, de manera que fuera de los derechos perdidos o limitados por su detención, prisión preventiva o condena, su condición jurídica es idéntica a la de los ciudadanos libres”, sostuvo el tribunal. Asimismo, la Corte Suprema opina que el derecho a sufragio de personas privadas de libertad se encuentra garantizados por los tratados internacionales suscritos por Chile, tales como el Pacto Internacional de Derechos Civiles y Políticos y la Convención Americana de Derechos Humanos. Por ejemplo, el Pacto Internacional de Derechos Civiles y Políticos establece en su artículo 25 que todos los ciudadanos, sin distinguir si se trata o no de personas privadas de libertad, tienen los siguientes derechos y oportunidades: “Votar y ser elegidos en elecciones periódicas, auténticas, realizadas por sufragio universal e igual y por voto secreto que garantice la libre expresión de la voluntad de los electores”. Del mismo modo, el máximo tribunal considera también que la protección de derechos humanos, tanto en el sistema europeo como en el americano, no impiden que las personas privadas de libertad ejerzan el sufragio. Por ello es que la Corte Suprema acogió “el recurso de protección interpuesto (…) y se dispone que el Servicio Electoral, dentro de los plazos legales, deberá adoptar las medidas necesarias que posibiliten el derecho a voto de estas personas que se encuentran privadas de libertad, por no tener suspendido su derecho a voto, debiendo por su parte Gendarmería de Chile adoptar igualmente todas las medidas administrativas y de coordinación interinstitucional que garanticen el derecho a sufragio de las mismas”.
2017-03-02 19:17:05 | estrellachiloe | Carabineros frustró robo a las oficinas de Entel en Quellón   soychile.cl | 18:50 Uno de los delincuentes fue capturado en una espectacular persecución policial. Imputado quedó en libertad.               Sociedad Periodística Araucanía SA    Contáctenos    Anunciar en este sitio    Términos y condiciones Autolocal.cl    Emol    Valor Futuro    Farox    Guioteca    Inmobiliaria    Propiedades    hoyxhoy.cl Pronto recibirás nuestros correos Suscríbete al newsletter de soychile.cl y entérate de lo que sucede en tu ciudad, en Chile y el mundo. Elige tu ciudad ¿Cuándo quieres recibir nuestro newsletter?
2017-02-27 08:15:56 | Cooperativa | [Opinión] - Claudia Honorato - Cuando la libertad va más allá de las rejas - Cooperativa.cl | Dichoso es quien conoce el verdadero valor de la libertad y permanece en ella, pero ¿qué es la libertad? A mi entender es la capacidad de pensar y tomar decisiones que no atenten o interfieran con la vida de uno y del otro, además es sabio considerar si son las propias creencias las que a veces esclavizan. Contribuir a favor de la libertad no involucra meramente un espacio físico sino más bien un espacio mental en el cual uno se siente bien, alegre y acompañado de buenos pensamientos que le ayudan a lograr sus objetivos y liberan de la esclavitud o miseria que depara el odio, rencor y egoísmo. Considerando la condición de un convicto, creo que es necesario tener claro que la libertad va más allá de las rejas. Se requiere del individuo una transformación en el pensamiento que le permita desenvolverse de manera natural y reintegrarse a la sociedad. En Chile, las tasas de reincidencia es del 67% por ende, en lugar de pensar en una condena de varios años en un lugar hacinado, se debería considerar cómo rehabilitar y prevenir esto. Al reflexionar sobre eso, creo fundamental entregar herramientas a través de la educación de valores, así como de educación cívica, cimentadas en la espiritualidad o cualidades del alma, para el progreso de cada individuo, con esto se mejora la autoestima y es posible expresar más honestidad, respeto y empatía. Adquirir un mayor conocimiento y vínculo con Dios enaltece el carácter y brinda libertad. Una prueba de esto ha sido el programa APAC, Asociación de Protección y Asistencia a los Condenados, que en Chile solo tiene un 10 % de reincidencia. En el se enseña a convictos acerca de la Biblia y les dan herramientas para que puedan desarrollar su conexión con Dios. A mí parecer este punto es el más relevante y todos pueden experimentar hoy mismo la libertad mental, al profundizar un poco más acerca de la divinidad y de la naturaleza espiritual de cada uno. Guía de uso: Este es un espacio de libertad y por ello te pedimos aprovecharlo, para que tu opinión forme parte del debate público que día a día se da en la red. Esperamos que tus comentarios se den en un ánimo de sana convivencia y respeto, y nos reservamos el derecho de eliminar el contenido que consideremos no apropiado The requested URL /opinion/stat/redirect-perfil/jose-aldunate-sj.html was not found on this server. Additionally, a 404 Not Found error was encountered while trying to use an ErrorDocument to handle the request. The requested URL /opinion/stat/redirect-perfil/jorge-burgos.html was not found on this server. Additionally, a 404 Not Found error was encountered while trying to use an ErrorDocument to handle the request. The requested URL /opinion/stat/redirect-perfil/jose-aldunate-sj.html was not found on this server. Additionally, a 404 Not Found error was encountered while trying to use an ErrorDocument to handle the request. The requested URL /opinion/stat/redirect-perfil/jorge-burgos.html was not found on this server. Additionally, a 404 Not Found error was encountered while trying to use an ErrorDocument to handle the request. The requested URL /opinion/stat/redirect-perfil/jose-aldunate-sj.html was not found on this server. Additionally, a 404 Not Found error was encountered while trying to use an ErrorDocument to handle the request.
2017-03-02 13:01:16 | eldesconcierto | Feministas de Coquimbo tras violación de Carabinero a mujer desmayada: "Rechazamos la complicidad de la institución" | Las organizaciones feministas de la región advirtieron que no descartan funa si el ex carabinero que violó a una mujer sigue en libertad. Una serie de agrupaciones feministas de la región de Coquimbo dieron a conocer una declaración pública, a propósito del caso del carabinero que confesó haber violado a una mujer que se desmayó dentro del cuartel en La Serena. El individuo quedó en libertad y con medida de firma quincenal. Además de manifestar la solidaridad y sororidad hacia la mujer que fue agredida, las mujeres argumentaron que la presunción de inocencia y el hecho de que el ex carabinero en cuestión no tenga antecedentes, no es suficiente para dejarlo en libertad. “Nosotras consideramos que es un peligro para la sociedad y nuestras compañeras mujeres”, argumentaron desde la Coordinadora Niuna Menos de Coquimbo, Olla Revuelta, Red Chilena Contra la Violencia Hacia la Mujer y la Federación de Estudiantes de la Universidad de La Serena, entre otros colectivos. Además, agregaron que “la violencia sobre nuestras cuerpas, ésta se ve todos los días en las violaciones y abusos sexuales cometidos principalmente por hombres conocidos y familiares directos. Se expresa en el acoso sexual, en las calles, la casa, el trabajo, la escuela, los institutos y universidades. Así como la violencia política del Estado en la dictadura cívico-militar, violencia político-sexual que seguimos viviendo quienes nos movilizamos por nuestros derechos y por transformar nuestra realidad como estudiantes, trabajadoras, pobladoras, mujeres mapuche, lesbianas, trans, activistas, siendo golpeadas y abusadas sexualmente por la fuerzas especiales cuando nos reprimen”. Las feministas enfatizaron que estos hechos ocurren en un cuartel de Carabineros, donde la mujer no recibió el apoyo necesario de parte de la institución, luego de haber realizado la denuncia y de que el propio uniformado asumiera su delito. “Manifestamos nuestro rechazo a la complicidad de la institución de carabineros y exigimos que se investigue a cabalidad la situación, aclarando las responsabilidades de altos mandos y otros funcionarios en ese momento en ejercicio, además de aplicar todas las sanciones legales y administrativas posibles al formalizado. Creemos que Carabineros y la legislación chilena debe dejar de tolerar y guardar un silencio cómplice de los actos de abuso, violación y ultraje sufridos por las mujeres”, señalaron. Por último, las feministas enfatizaron que no permitirán la impunidad para los “violentadores, violadores y femicidas, no son opción, llamamos a NO CALLAR”. Y demandaron que el Estado tome medidas ejemplares en cuanto a sanciones, sobre todo condenatorias en el ámbito de violación, acoso sexual y acoso laboral. “Asimismo, no descartamos actos de manifestación y funa si la medida de libertad continúa”, cerraron.  © 2017 — El Desconcierto. Todos los derechos reservados. Arzobispo Casanova 36, Providencia. Santiago, Chile
2017-03-06 13:06:57 | soychilecl | Tres imputados por muerte de Lissette quedaron con firma mensual y arraigo nacional   soychile.cl | 13:04 La jueza desestimó dolo y apremios ilegítimos en varios casos. Advirtió que de ser declarados culpables, pasarán sus condenas en libertad. Otros cinco imputados quedaron sin medidas cautelares.           Gestión Regional de Medios    Contáctenos    Anunciar en este sitio    Términos y condiciones Autolocal.cl    Emol    Valor Futuro    Farox    Guioteca    Inmobiliaria    Propiedades    hoyxhoy.cl Pronto recibirás nuestros correos Suscríbete al newsletter de soychile.cl y entérate de lo que sucede en tu ciudad, en Chile y el mundo. Elige tu ciudad ¿Cuándo quieres recibir nuestro newsletter?
2017-03-06 14:49:02 | La_Segunda | 2017-03-06   23 : Sociedad   A(AS340P1M) | El año que acabamos de dejar atrás tuvo la particularidad de haber aglutinado una serie de hitos políticos que constituyeron verdaderos giros copernicanos en el orden público mundial. Aun cuando sus efectos y consecuencias son totalmente desconocidos, cualquier análisis coherente debiera advertir que 2017 podría ser el año de consolidación de un nuevo orden diverso al acostumbrado desde principios de la década de los 90. Mientras en un par de semanas jurará en los balcones del Capitolio un empresario considerado un verdadero outsider de la política norteamericana, Europa aún no se recupera de la resaca que le ocasionó el resultado del Brexit, sumado al cóctel de dificultades políticas que exhiben Italia y España con sus interminables procesos para conformar gobierno. Al otro lado del Atlántico, las cosas parecen igual de inciertas para Colombia con su proceso de paz, Brasil con su inestabilidad política, Venezuela con su grave crisis política y social y Chile, con sus múltiples señales políticas que hacen de las contiendas electorales de 2017 las menos presagiables desde la elección de 1970. Ciertamente, los eventos políticos extraordinarios afectan el ejercicio de la libertad de prensa en el mundo. Según el ránking Freedom of the Press 2016 de la Freedom House de Estados Unidos, la libertad de informar y de emitir opinión en el mundo se encuentra en su nivel más bajo de los últimos 12 años, a consecuencia de que las fuerzas "políticas, criminales y terroristas han buscado cooptar o silenciar a los medios de comunicación social" provocando que solo el 13% de la humanidad viva en países con efectiva libertad de prensa. La situación de Chile en 2016 ilustra sobremanera el convulsionado año que políticamente nos tocó vivir. Hubo tres hechos, al menos, que merecen mencionarse y profundizarse en este breve recuento sobre el estado de la libertad de informar y recibir información en nuestro país. El primero, las polémicas restricciones al ejercicio periodístico que parlamentarios de las más variadas tendencias intentaron establecer tanto en la tramitación de la Agenda Corta Antidelincuencia en el Senado así como en la moción que modificaba la Ley Antiterrorista que se discutió en la Cámara de Diputados. En ambos casos se establecían penas de presidio para los responsables de filtraciones de las investigaciones que realizaran tanto la Fiscalía como las policías. Claramente, la figura penal recaería casi exclusivamente en los profesionales de las comunicaciones que deben informar los hechos de especial relevancia pública. Por fortuna, a las pocas semanas del conocimiento de ambos proyectos, los congresistas modificaron los artículos cuestionados en respuesta al transversal rechazo que produjeron estas verdaderas leyes mordazas sobre el periodismo nacional. El segundo, el fallo de la tercera sala de la Corte Suprema de Justicia de enero de 2016 acogiendo un recurso de protección interpuesto por el ex mayor de Carabineros Aldo Graziani Le-fort, quien fuera condenado como autor del delito de abuso sexual contra menores dentro del bullado caso Spiniak, en 2004. En su acción de protección solicitó a los tribunales que la noticia que daba cuenta de su procesamiento, publicada en el diario electrónico Emol, fuese eliminada de los registros de esta sociedad periodística. A pesar de la gravedad del delito cometido y de forma inédita en la práctica de las acciones de protección constitucional, se le concedió el derecho al olvido sobre dicha entrega informativa de la cual no queda más que el título en los archivos del mencionado portal. Los variados efectos de esta censura a internet están por verse. Por último, el tercer hecho que marcó la agenda de la libertad de prensa en Chile durante 2016 lo constituyó la presentación de una querella criminal por el delito de injurias graves con publicidad contra cuatro periodistas de la revista Qué Pasa por parte de la Presidenta de la República, Michelle Bachelet. En su inédita presentación, la Presidenta solicitó una pena de privación de libertad de tres años para estos profesionales más la correspondiente multa a consecuencia de la publicación de declaraciones de un imputado en el caso Caval, captadas originalmente por el Departamento OS-9 de Carabineros. La interposición de esta querella criminal causó un esperable revuelo tanto en la comunidad nacional como internacional. De hecho, no se tenían antecedentes de un caso similar en nuestro país desde la recuperación de la democracia en 1990. Tal como señalara el Relator Especial para la Libertad de Expresión de la Comisión Interamericana de Derechos Humanos (CIDH) de la OEA, Edison Lanza, "el Estado debe abstenerse con mayor rigor de establecer limitaciones (a la prensa) y los funcionarios públicos deben tener un mayor umbral de tolerancia ante la crítica". La misma Comisión de Derechos Humanos de la OEA ha señalado que "[e]l tipo de debate político a que da lugar el derecho a la libertad de expresión generará inevitablemente ciertos discursos críticos o incluso ofensivos para quienes ocupan cargos públicos o están íntimamente vinculados a la formulación de la política pública". Luego de 4 meses de tramitación ante el 2º Juzgado de Garantía de Santiago, la Presidenta de la República retiró la querella criminal en contra de estos cuatro periodistas en vista —según su testimonio— de la sanción que el Consejo de Ética de los Medios de Comunicación habría establecido contra este semanario. Cabe preguntarse si la vía judicial fue la más acertada para que la Primera Mandataria ejerciera sus derechos ante esta supuesta vulneración a su honra. Tal como se puede apreciar, el 2016 fue un año complejo para la libertad de prensa en Chile y el convulsionado ambiente político nacional e internacional puede seguir minando este atributo básico de la democracia. Su defensa depende, en gran medida, del compromiso conjunto de los profesionales de las comunicaciones, de las asociaciones gremiales que intentamos resguardar este valor y, por cierto, de los millones de lectores que tienen el derecho a estar informados.     No dejes de conocer las noticias de mañana hoy. Desde el lugar que quieras, desde cualquier dispositivo y todo sin restricciones. Opinión, comentarios, espectáculos y mucho más. Comenta y comparte en redes sociales. 
2017-02-24 15:46:33 | adnradiochile | Libres quedaron los tres condenados por ataque incendiario contra cuartel PDI   Nacional   Radio ADN 91.7 | Síguenos en: En el ataque un auto quedó totalmente destruido. Foto: Agencia Uno El Tercer Tribunal Oral en lo Penal sentenció a cinco años de libertad vigilada a los tres condenados por el delito de incendio por el atentado al cuartel de la Brigada de Homicidios de la PDI, ubicado en calle Condell, ocurrido en 2014. Se trata de Manuel Espinoza, Víctor Zúñiga y Felipe Román, quienes podrán cumplir esta pena en libertad, luego que el juzgado los absolviera de cargos de porte ilegal de drogas y de artefactos explosivos. La Fiscalía había solicitado 7 años para los acusados, sin embargo, esta petición se desestimó. Pese a la determinación, la abogada que representa a dos de los acusados, María Magdalena Rivera, buscará que se les declare inocentes de todos los cargos, argumentando que "en este largo juicio, el Ministerio Público no pudo acreditar con firmeza los delitos que se le imputaron a nuestros representados". "Si bien el fallo les permite hoy salir en libertad, nosotros no estamos conformes aún y recurriremos de nulidad", adelantó. En paralelo, otras dos jóvenes quedaron absueltas de todos los cargos, ya que no se pudo acreditar su participación en los hechos. Durante las próximas 48 horas, los tres condenados que estaban en prisión preventiva podrán salir en libertad y cumplir con las exigencias que pidió el tribunal: tener un trabajo fijo y no quebrantar la condena.
2017-02-24 16:50:04 | elmostrador | Condenados por ataque a cuartel de la PDI quedaron en libertad - El Mostrador | Santiago Viernes, 24 de febrero de 2017 Actualizado a las 16:37  por El Mostrador 24 febrero, 2017  Los tres condenados por atacar con bombas molotov el cuartel de la de calle Condell en 2014, fueron sentenciados a cinco años de libertad vigilada por el Tercer Tribunal Oral en lo Penal de Santiago. Se trata de Manuel Espinoza, Víctor Zúñiga y Felipe Román, quienes podrán cumplir esta pena sin ingresar a la cárcel, luego que el juzgado les absolvió de los cargos de porte ilegal de drogas y de artefactos explosivos. La Fiscalía había solicitado 7 años para los acusados, sin embargo, esta petición se desestimó. Pese a la determinación, la abogada que representa a dos de los acusados, María Magdalena Rivera, señaló a radio ADN que buscará que se les declare inocentes de todos los cargos, argumentando que "en este largo juicio, el Ministerio Público no pudo acreditar con firmeza los delitos que se le imputaron a nuestros representados". "Si bien el fallo les permite hoy salir en libertad, nosotros no estamos conformes aún y recurriremos de nulidad", adelantó. En paralelo, otras dos jóvenes quedaron absueltas de todos los cargos, ya que no se pudo acreditar su participación en los hechos. Los imputados saldrán en libertad en las próximas 48 horas.     Dice que ahora se debe "normalizar y reconstruir las condiciones de vida"    Adrián Solano, venezolano que participó del último Mundial de Esquí realizado en Finlandia, alcanzó la fama mundial. Pero ojo, no por... por Adolfo Vera por Pablo Vidal Rojas por Alvaro Promis El Mostrador © 2016 - Algunos derechos reservados.
